word1,word2,pos,sv_score,relation,cf_score,include
make,build,V,9.3,HYPER/HYPONYMS,0.575398658,1
erode,fade,V,5.89,NONE,0.683250349,1
laugh,chuck,V,2.49,NONE,0.950876769,1
touch,reach,V,3.65,SYNONYMS,0.724726079,1
cook,grill,V,6.64,HYPER/HYPONYMS,0.713947823,1
look,watch,V,8.3,NONE,0.431725012,1
laugh,cry,V,0,ANTONYMS,1.12396548,1
yield,give,V,6.31,SYNONYMS,0.616833485,1
take,refuse,V,1.66,ANTONYMS,1.013653812,1
tell,explain,V,6.64,HYPER/HYPONYMS,0.459642451,1
plead,beg,V,9.46,HYPER/HYPONYMS,0.674420651,1
want,beg,V,3.15,NONE,0.758755357,1
participate,say,V,3.82,NONE,0.83038157,1
allow,permit,V,9.63,SYNONYMS,0.134800051,1
erupt,burst,V,6.97,HYPER/HYPONYMS,0.38050328,1
capture,escape,V,0.5,NONE,0.784010027,1
beat,pounce,V,2.82,NONE,0.691634741,1
broil,boil,V,2.99,NONE,0.611124867,1
arrive,come,V,7.14,SYNONYMS,0.146482376,1
disown,forget,V,1.66,NONE,0.779427464,1
seize,stop,V,5.81,HYPER/HYPONYMS,0.796880575,1
request,want,V,6.47,HYPER/HYPONYMS,0.69852268,1
rush,hustle,V,6.97,NONE,0.808207258,1
admire,want,V,4.81,NONE,0.671685251,1
rescue,help,V,6.47,NONE,0.740305788,1
cry,worry,V,3.65,NONE,0.764817701,1
stop,repress,V,5.98,NONE,0.789600919,1
imagine,think,V,7.64,HYPER/HYPONYMS,0.217915762,1
control,run,V,1.36,HYPER/HYPONYMS,0.805903242,1
try,do,V,4.32,NONE,0.797814568,1
pull,tug,V,9.3,HYPER/HYPONYMS,0.695352856,1
beat,win,V,8.13,NONE,0.545376957,1
add,subtract,V,1.16,ANTONYMS,1.054896112,1
overpower,dominate,V,8.47,NONE,0.130191013,1
swoon,fall,V,5.64,NONE,0.705333851,1
realize,acknowledge,V,7.64,NONE,0.446845461,1
beg,steal,V,0.5,NONE,0.88716522,1
flex,bend,V,7.97,SYNONYMS,0.92823339,1
mistreat,abuse,V,8.96,SYNONYMS,0.074771482,1
toil,sweat,V,5.48,NONE,0.858117209,1
lose,compete,V,1.49,NONE,0.970160451,1
see,visit,V,6.14,SYNONYMS,0.5540606,1
decline,fall,V,6.31,HYPER/HYPONYMS,0.095947856,1
waste,save,V,1,NONE,0.91522006,1
worry,doubt,V,5.89,NONE,0.706876041,1
leave,stray,V,5.64,NONE,0.917392011,1
criticize,complain,V,4.81,NONE,0.65583556,1
show,tell,V,2.82,HYPER/HYPONYMS,0.76013539,1
understand,know,V,6.34,NONE,0.289868862,1
attend,miss,V,0.5,ANTONYMS,1.02370713,1
decline,deny,V,6.81,NONE,0.788105774,1
bound,tie,V,8.96,SYNONYMS,0.309487495,1
avoid,dislike,V,3.62,NONE,0.913305811,1
climb,hike,V,7.64,NONE,0.145601447,1
fall,jump,V,1.49,HYPER/HYPONYMS,0.812719189,1
like,prefer,V,8.8,HYPER/HYPONYMS,0.665618804,1
laugh,ridicule,V,4.65,NONE,0.592883337,1
show,direct,V,6.64,HYPER/HYPONYMS,0.886221881,1
stamp,collect,V,1.16,NONE,0.970535395,1
recommend,like,V,3.98,NONE,0.888423498,1
flee,run,V,8.3,HYPER/HYPONYMS,0.6825133,1
lend,borrow,V,3.49,ANTONYMS,0.915680039,1
criticize,argue,V,4.65,NONE,0.772917834,1
smother,hug,V,3.98,NONE,0.755676722,1
obtain,steal,V,3.98,NONE,0.832374834,1
catch,receive,V,6.97,COHYPONYMS,0.723574988,1
stare,glare,V,5.98,HYPER/HYPONYMS,0.492947502,1
stir,fry,V,1.83,NONE,0.825400522,1
talk,explain,V,5.98,NONE,0.610042698,1
perceive,get,V,3.98,HYPER/HYPONYMS,0.371864349,1
leave,walk,V,1.83,NONE,0.950842492,1
reappear,repeat,V,2.82,NONE,0.732955644,1
whip,hit,V,6.47,NONE,0.725758277,1
leave,release,V,3.49,NONE,0.795544121,1
rattle,shake,V,6.97,HYPER/HYPONYMS,0.164706453,1
promise,swear,V,8.3,HYPER/HYPONYMS,0.353416874,1
look,squint,V,4.81,HYPER/HYPONYMS,0.489310292,1
drink,swallow,V,4.98,COHYPONYMS,0.76952582,1
claim,say,V,5.81,HYPER/HYPONYMS,0.463387055,1
decide,think,V,4.65,NONE,0.807771724,1
guess,assume,V,6.64,NONE,0.332803275,1
catch,hold,V,4.32,HYPER/HYPONYMS,0.708363148,1
dismiss,leave,V,4.48,NONE,0.741147401,1
dash,run,V,8.3,NONE,0.8528075,1
remove,unload,V,5.81,HYPER/HYPONYMS,0.886029689,1
request,demand,V,4.48,HYPER/HYPONYMS,0.108829606,1
glide,slide,V,5.13,HYPER/HYPONYMS,0.532283514,1
sew,mend,V,7.14,NONE,0.708443179,1
steer,drive,V,5.98,NONE,0.657047906,1
adjourn,dismiss,V,5.98,NONE,0.74368149,1
search,find,V,4.81,NONE,0.35814485,1
pray,ask,V,3.82,NONE,0.286567225,1
steal,poach,V,6.31,NONE,0.820742213,1
forget,dismiss,V,5.81,NONE,0.793146324,1
compose,decompose,V,1.16,NONE,0.797460501,1
drown,sink,V,2.99,NONE,0.208707395,1
search,hunt,V,7.47,HYPER/HYPONYMS,0.567238317,1
finish,solve,V,5.98,NONE,0.840737747,1
amuse,laugh,V,7.3,NONE,0.661402687,1
remember,think,V,3.49,SYNONYMS,0.749108791,1
grow,learn,V,5.98,NONE,0.787876844,1
argue,prove,V,3.49,NONE,0.765676956,1
design,decorate,V,5.15,NONE,0.7429156,1
think,calculate,V,6.64,HYPER/HYPONYMS,0.847645247,1
prohibit,refuse,V,6.31,NONE,0.813738992,1
retain,save,V,7.3,COHYPONYMS,0.633818654,1
catch,throw,V,1.99,NONE,0.794757172,1
advise,teach,V,6.31,COHYPONYMS,0.688313827,1
obtain,hold,V,5.31,SYNONYMS,0.808355545,1
whip,cook,V,2.16,NONE,0.818507762,1
sing,scream,V,2.49,NONE,0.708108193,1
dance,swing,V,4.15,NONE,0.811518017,1
despair,dismay,V,5.98,NONE,0.302596459,1
swing,hang,V,3.82,HYPER/HYPONYMS,0.891396614,1
dismiss,push,V,1.99,NONE,0.9812178,1
hide,appear,V,0.5,NONE,1.022691382,1
spend,pay,V,6.64,HYPER/HYPONYMS,0.673334467,1
walk,follow,V,2.82,COHYPONYMS,0.899524635,1
change,remain,V,0.5,ANTONYMS,1.010040871,1
discourage,hate,V,2.99,NONE,0.903871222,1
hamper,hurt,V,4.53,NONE,0.64679688,1
persuade,beg,V,5.31,NONE,0.77673218,1
weave,spin,V,4.32,COHYPONYMS,0.720027464,1
help,use,V,1.16,HYPER/HYPONYMS,0.784913836,1
irritate,nag,V,6.64,NONE,0.664657323,1
restore,replace,V,4.32,COHYPONYMS,0.884502402,1
help,concern,V,3.49,NONE,0.981101539,1
abduct,capture,V,7.8,NONE,0.653247369,1
crunch,destroy,V,3.65,NONE,0.899768645,1
stay,attend,V,2.32,NONE,0.808429974,1
set,prepare,V,4.98,SYNONYMS,0.60712108,1
struggle,hurt,V,1.66,NONE,0.863509027,1
pinch,grab,V,4.65,NONE,0.807920769,1
upset,offend,V,8.63,NONE,0.655943444,1
choose,predict,V,4.32,NONE,0.959455812,1
move,tend,V,1.66,NONE,0.704258853,1
strip,drag,V,1.16,NONE,0.911534901,1
find,disappear,V,0.5,NONE,0.909658203,1
break,deteriorate,V,5.31,COHYPONYMS,0.803757959,1
travel,hike,V,4.98,HYPER/HYPONYMS,0.656570933,1
yell,complain,V,5.15,NONE,0.648084818,1
restore,mend,V,9.13,SYNONYMS,0.674801758,1
excel,drive,V,2.16,NONE,0.900553662,1
live,perish,V,1,NONE,0.761249386,1
reel,pull,V,5.98,NONE,0.747057143,1
pinch,dash,V,1.66,NONE,0.608270557,1
offend,annoy,V,4.32,NONE,0.542859861,1
release,take,V,1.49,NONE,0.95055631,1
exchange,change,V,5.15,SYNONYMS,0.711570256,1
define,say,V,3.82,NONE,0.750738359,1
hear,repeat,V,0.66,NONE,0.788176191,1
scream,squeak,V,4.32,NONE,0.647172582,1
lower,kneel,V,2.99,NONE,0.935850022,1
waste,deteriorate,V,6.64,HYPER/HYPONYMS,0.939479148,1
give,borrow,V,2.66,NONE,0.728048387,1
compose,originate,V,5.15,COHYPONYMS,0.804713796,1
happen,appear,V,1.83,HYPER/HYPONYMS,0.313187653,1
deliver,save,V,1,HYPER/HYPONYMS,0.905220386,1
incline,suggest,V,4.81,NONE,0.927662284,1
call,reply,V,3.32,NONE,0.876151924,1
crunch,crush,V,6.31,NONE,0.778620927,1
cough,yawn,V,1.66,NONE,0.635711118,1
recycle,use,V,2.99,HYPER/HYPONYMS,0.7905628,1
refuse,dislike,V,4.65,NONE,0.73762436,1
soothe,rub,V,3.65,NONE,0.810121723,1
punish,obey,V,0.33,NONE,0.979663104,1
capture,get,V,4.98,SYNONYMS,0.672900723,1
irritate,scratch,V,5.15,HYPER/HYPONYMS,0.722130471,1
sneak,look,V,3.65,NONE,0.783404769,1
presume,suppose,V,8.3,HYPER/HYPONYMS,0.005279706,1
beat,blend,V,4.15,NONE,0.927349984,1
tan,blush,V,1.16,COHYPONYMS,0.769849372,1
examine,study,V,8.3,SYNONYMS,0.146129808,1
add,attach,V,7.3,NONE,0.707466053,1
punch,strike,V,7.47,NONE,0.548523889,1
deteriorate,dissolve,V,7.47,NONE,0.729706897,1
change,convince,V,3.98,NONE,1.050061481,1
reap,prosper,V,5.64,NONE,0.783356946,1
spank,whip,V,4.83,NONE,0.485300754,1
calculate,subtract,V,3.65,HYPER/HYPONYMS,0.507281969,1
look,inquire,V,5.13,NONE,0.704692231,1
blame,forgive,V,1,NONE,0.709145418,1
accept,deliver,V,1.66,NONE,0.731878879,1
strive,survive,V,2.66,NONE,0.988651306,1
spring,fling,V,4.32,NONE,1.011109959,1
defend,kill,V,2.49,NONE,0.974056742,1
fly,cruise,V,2.57,COHYPONYMS,0.631536171,1
let,forbid,V,0.5,ANTONYMS,1.083107637,1
breathe,sneeze,V,2.32,NONE,0.550912414,1
tend,fix,V,3.32,NONE,0.947625602,1
stop,warn,V,3.47,NONE,0.799571766,1
drive,veer,V,3.49,NONE,0.945962368,1
disown,neglect,V,4.81,NONE,0.752829314,1
explode,erode,V,2.82,NONE,0.938309984,1
stop,hurt,V,0.5,NONE,0.938632487,1
snatch,catch,V,3.32,COHYPONYMS,0.810680901,1
hope,need,V,1.99,NONE,0.865838755,1
boil,freeze,V,0,ANTONYMS,1.059277483,1
destroy,seek,V,0.17,NONE,0.932928703,1
develop,begin,V,3.98,NONE,0.760340885,1
disintegrate,burn,V,4.48,COHYPONYMS,0.720782291,1
walk,wiggle,V,1.16,NONE,0.886155258,1
holler,roar,V,7.8,HYPER/HYPONYMS,0.526055652,1
teach,know,V,3.82,NONE,0.604677854,1
catch,obtain,V,5.81,COHYPONYMS,0.692454849,1
smell,spoil,V,0.5,NONE,0.891670066,1
squint,stare,V,4.15,COHYPONYMS,0.3624829,1
spell,define,V,3.49,NONE,0.900764752,1
choose,want,V,2.99,NONE,0.790713896,1
examine,observe,V,7.97,HYPER/HYPONYMS,0.805793679,1
object,disagree,V,7.85,COHYPONYMS,0.830992218,1
hate,deceive,V,2.49,NONE,0.904610196,1
blame,ridicule,V,3.65,NONE,0.865691555,1
die,slay,V,1.99,NONE,0.580358844,1
deny,request,V,0.33,NONE,0.831029853,1
remind,say,V,3.32,NONE,0.51313294,1
operate,do,V,5.81,NONE,0.774328493,1
fail,miss,V,7.3,HYPER/HYPONYMS,0.358602939,1
fold,wrap,V,4.68,NONE,0.838249648,1
charge,accuse,V,6.31,HYPER/HYPONYMS,0.361605256,1
cough,sniff,V,3.32,NONE,0.701846135,1
enrage,upset,V,8.13,NONE,0.60471772,1
destroy,fix,V,0.5,NONE,0.977692333,1
annoy,tease,V,5.98,HYPER/HYPONYMS,0.635595559,1
hate,reject,V,5.31,NONE,0.770383339,1
cry,punish,V,1.16,NONE,0.910233183,1
decrease,shrink,V,7.14,HYPER/HYPONYMS,0.185521619,1
accept,recommend,V,1,NONE,0.768730746,1
flex,relax,V,0.66,NONE,0.973665583,1
shift,drive,V,3.15,COHYPONYMS,0.896020867,1
disperse,sow,V,5.31,HYPER/HYPONYMS,0.79376482,1
chew,grind,V,6.31,HYPER/HYPONYMS,0.783488272,1
confuse,help,V,0.5,NONE,0.986334613,1
fight,abuse,V,5.31,NONE,0.875927712,1
give,decline,V,0.33,NONE,1.071156211,1
leave,join,V,0.17,NONE,0.894395234,1
scare,jump,V,2.66,NONE,0.879714144,1
blame,push,V,1,NONE,0.945874437,1
hang,fall,V,0.5,SYNONYMS,0.876741862,1
persuade,argue,V,5.31,NONE,0.642109626,1
hurt,kill,V,4.81,HYPER/HYPONYMS,0.812347895,1
capture,chase,V,2.16,NONE,0.709241102,1
go,command,V,0.66,NONE,0.995529467,1
scramble,change,V,1.81,HYPER/HYPONYMS,0.931992101,1
get,conquer,V,3.65,NONE,0.587453735,1
purchase,acquire,V,8,HYPER/HYPONYMS,0.205244796,1
shove,kick,V,2.66,NONE,0.500237033,1
roam,search,V,4.81,NONE,0.764327166,1
evacuate,escape,V,7.3,NONE,0.63888652,1
embarrass,ridicule,V,7.47,NONE,0.464346758,1
keep,capture,V,5.81,NONE,0.848477203,1
treat,pounce,V,1.81,NONE,1.051291775,1
attach,join,V,7.47,COHYPONYMS,0.561354557,1
touch,push,V,4.15,HYPER/HYPONYMS,0.75049817,1
stop,freeze,V,6.31,NONE,0.698767229,1
justify,judge,V,1.99,NONE,0.847557584,1
lead,ask,V,1.16,NONE,0.912970142,1
taste,swallow,V,4.48,NONE,0.781965567,1
advance,achieve,V,5.48,NONE,0.706345402,1
humiliate,ridicule,V,8.3,NONE,0.578656062,1
ask,recall,V,2.99,HYPER/HYPONYMS,0.853399042,1
ridicule,hate,V,4.65,NONE,0.741770666,1
remove,ban,V,5.48,NONE,0.823136324,1
live,move,V,0.66,HYPER/HYPONYMS,0.877922094,1
analyze,define,V,4.15,NONE,0.813173754,1
move,scramble,V,5.15,HYPER/HYPONYMS,0.873591453,1
confess,talk,V,4.07,NONE,0.631971913,1
freeze,burn,V,1.33,COHYPONYMS,0.950444215,1
hope,rely,V,3.65,NONE,0.74985117,1
refuse,give,V,0.5,NONE,0.976614781,1
hang,condemn,V,4.15,NONE,0.899766521,1
throw,move,V,3.15,HYPER/HYPONYMS,0.883571325,1
guess,choose,V,3.49,NONE,0.843630212,1
recycle,waste,V,0.45,COHYPONYMS,0.747722434,1
spoil,toil,V,1.49,NONE,0.927236133,1
advise,warn,V,6.14,HYPER/HYPONYMS,0.379272852,1
strike,miss,V,1.83,ANTONYMS,1.000326098,1
travel,come,V,3.47,HYPER/HYPONYMS,0.933274903,1
fly,swim,V,0.33,COHYPONYMS,0.950999581,1
cook,stew,V,4.65,HYPER/HYPONYMS,0.501054187,1
beat,triumph,V,5.31,NONE,0.781252876,1
scream,scold,V,4.65,NONE,0.531161193,1
ride,run,V,4.15,HYPER/HYPONYMS,0.907883284,1
ridicule,bother,V,1.83,NONE,0.819633676,1
insult,rip,V,3.15,NONE,0.807719695,1
adjourn,judge,V,1.99,NONE,0.87358434,1
lift,tow,V,2.16,NONE,0.795580067,1
have,acquire,V,4.15,HYPER/HYPONYMS,0.571607393,1
rob,give,V,0.17,NONE,0.939238419,1
determine,set,V,4.98,SYNONYMS,0.457711684,1
pinch,prick,V,5.31,NONE,0.952249051,1
grow,increase,V,8.63,HYPER/HYPONYMS,0.091925155,1
become,seem,V,1.83,NONE,0.649894757,1
bother,ignore,V,0.83,NONE,0.849983229,1
go,drive,V,5.31,HYPER/HYPONYMS,0.781837762,1
bother,frustrate,V,7.3,HYPER/HYPONYMS,0.572636512,1
aim,hit,V,2.99,NONE,0.927888703,1
change,stay,V,0.5,ANTONYMS,1.070315122,1
suck,sip,V,4.15,COHYPONYMS,1.009418325,1
weave,move,V,3.15,HYPER/HYPONYMS,0.988816814,1
refrain,repress,V,4.48,NONE,0.865914371,1
shift,turn,V,4.32,COHYPONYMS,0.532917535,1
lay,incline,V,4.98,NONE,0.886625866,1
describe,say,V,3.77,NONE,0.600381515,1
try,think,V,3.49,HYPER/HYPONYMS,0.772612514,1
remain,retain,V,4.48,NONE,0.330911099,1
wash,wear,V,0.66,NONE,0.84552758,1
lie,pretend,V,6.14,NONE,0.766600669,1
suggest,inquire,V,1.99,NONE,0.820890666,1
sprinkle,dash,V,1.99,NONE,0.815672275,1
rip,destroy,V,7.3,NONE,0.65241556,1
direct,help,V,3.32,NONE,0.804295855,1
speak,suggest,V,4.48,NONE,0.695982658,1
inform,instruct,V,7.55,HYPER/HYPONYMS,0.535229739,1
teach,punish,V,1.66,NONE,0.917172729,1
connect,touch,V,5.98,HYPER/HYPONYMS,0.713694025,1
go,disperse,V,5.64,NONE,0.843340333,1
fix,set,V,4.48,HYPER/HYPONYMS,0.568009927,1
erode,spoil,V,2.32,NONE,0.563463649,1
wiggle,jerk,V,3.98,NONE,0.926616457,1
drip,fall,V,1.66,HYPER/HYPONYMS,0.942917896,1
ache,soothe,V,0.83,NONE,0.767593336,1
detach,release,V,8.63,NONE,0.375762057,1
spare,strike,V,1.33,NONE,1.014744084,1
affect,hurt,V,2.82,NONE,0.518915996,1
control,barter,V,1.16,NONE,1.074624479,1
laugh,entertain,V,3.98,NONE,0.573062376,1
smear,blend,V,3.65,NONE,0.960104761,1
scream,cry,V,4.48,SYNONYMS,0.230101904,1
result,happen,V,5.43,HYPER/HYPONYMS,0.655074333,1
snap,crunch,V,5.64,NONE,0.803262307,1
disappear,shrink,V,3.15,NONE,0.747805466,1
express,explain,V,5.81,HYPER/HYPONYMS,0.563963936,1
protect,keep,V,3.98,HYPER/HYPONYMS,0.439042306,1
pounce,surprise,V,4.53,NONE,0.701571935,1
be,attend,V,3.65,HYPER/HYPONYMS,0.800230719,1
prosecute,blame,V,4.48,NONE,0.719601802,1
acknowledge,respond,V,6.97,HYPER/HYPONYMS,0.792981389,1
drive,desire,V,1.83,NONE,0.864721736,1
remove,loosen,V,3.32,NONE,0.333340866,1
lift,hold,V,3.82,HYPER/HYPONYMS,0.938635787,1
set,lay,V,6.14,SYNONYMS,0.824780472,1
blame,hurt,V,2.57,NONE,0.774062242,1
control,capture,V,4.65,NONE,0.863486547,1
raise,rise,V,7.3,NONE,0.121961729,1
plead,convince,V,4.81,NONE,0.706703137,1
beat,mix,V,5.64,NONE,0.946716211,1
grab,squeeze,V,4.32,NONE,0.909230869,1
erode,decompose,V,7.3,NONE,0.647870612,1
beat,spank,V,7.3,HYPER/HYPONYMS,0.697542192,1
vacate,evacuate,V,7.3,NONE,0.204131184,1
surprise,guess,V,1.49,NONE,0.844980834,1
foil,cover,V,1.66,HYPER/HYPONYMS,0.964142999,1
look,read,V,4.48,NONE,0.840725409,1
smell,decompose,V,2.99,NONE,0.812213122,1
hurt,bump,V,2.49,NONE,0.942361397,1
drip,melt,V,4.98,NONE,0.876268547,1
leave,appear,V,0.66,NONE,1.009821098,1
please,entertain,V,5.15,NONE,0.917572907,1
enter,escape,V,1.16,NONE,0.881994016,1
overpower,conquer,V,7.97,NONE,0.235108769,1
overcome,go,V,3.65,NONE,0.875561303,1
go,sneak,V,1.83,HYPER/HYPONYMS,0.907187152,1
doze,snore,V,5.31,NONE,0.487300355,1
squeal,hurt,V,2.49,NONE,0.944448401,1
persuade,sway,V,7.3,SYNONYMS,0.822231597,1
shoot,yell,V,1.83,NONE,0.847296765,1
swim,splash,V,5.48,NONE,0.851037383,1
disappear,erode,V,5.48,NONE,0.730726335,1
charge,go,V,3.32,HYPER/HYPONYMS,0.780476705,1
release,drain,V,4.15,NONE,0.916801818,1
leave,help,V,0.83,NONE,0.809511353,1
boil,bake,V,1.99,NONE,0.604706707,1
whistle,call,V,4.15,NONE,0.843026098,1
stain,bleach,V,2.57,NONE,0.563360107,1
organize,set,V,5.64,HYPER/HYPONYMS,0.826294436,1
sing,play,V,2.32,NONE,0.838826807,1
give,treat,V,6.47,HYPER/HYPONYMS,0.940428697,1
set,put,V,5.64,SYNONYMS,0.59764865,1
engage,wed,V,4.32,NONE,0.92815975,1
hold,bear,V,5.31,SYNONYMS,0.701888191,1
deny,excuse,V,2.72,NONE,0.793217385,1
pretend,suppose,V,4.48,NONE,0.623492185,1
wear,strain,V,3.02,NONE,0.907476091,1
protect,fight,V,3.49,NONE,0.925105567,1
warn,inform,V,5.31,HYPER/HYPONYMS,0.411084167,1
acquire,find,V,6.81,HYPER/HYPONYMS,0.632373008,1
swear,lie,V,1.33,NONE,0.911104381,1
release,loosen,V,4.65,NONE,0.654161587,1
stay,please,V,1.83,NONE,0.883656394,1
mimic,talk,V,1.99,NONE,0.899622378,1
glare,glance,V,4.65,NONE,0.669871347,1
neglect,reject,V,3.49,NONE,0.778039552,1
discover,analyze,V,2.82,NONE,0.709285916,1
portray,pretend,V,5.98,NONE,0.716101124,1
hatch,escape,V,3.82,NONE,0.733769866,1
repeat,understand,V,2.16,NONE,0.892118176,1
vanish,perish,V,4.15,NONE,0.618825657,1
help,ask,V,1,NONE,0.868399476,1
dislike,admire,V,0,NONE,0.892892481,1
persuade,suggest,V,5.58,NONE,0.730786448,1
grow,live,V,3.47,NONE,0.857425955,1
result,affect,V,6.31,NONE,0.732067111,1
attract,disgust,V,0.5,NONE,0.947001026,1
push,lean,V,3.98,NONE,0.910225861,1
disperse,move,V,4.98,HYPER/HYPONYMS,0.781064153,1
allow,disprove,V,0.17,NONE,0.984477699,1
grab,obtain,V,4.83,HYPER/HYPONYMS,0.641012215,1
follow,leave,V,1.49,NONE,0.916171005,1
toil,tear,V,1.33,NONE,0.957448268,1
advance,charge,V,5.98,HYPER/HYPONYMS,0.947086476,1
allow,grant,V,8.3,SYNONYMS,0.597605756,1
find,scramble,V,0.33,NONE,0.922041533,1
pray,communicate,V,1.99,HYPER/HYPONYMS,0.826744402,1
kill,mistreat,V,3.49,NONE,0.812191726,1
leave,float,V,0.66,NONE,0.974586308,1
acknowledge,notify,V,1.99,NONE,0.752026568,1
pinch,tickle,V,2.16,NONE,0.871713255,1
disintegrate,reduce,V,5.64,NONE,0.810557203,1
conquer,gain,V,5.81,NONE,0.322742311,1
offend,embarrass,V,4.48,NONE,0.321054016,1
create,become,V,2.32,NONE,0.720554257,1
command,control,V,8.3,SYNONYMS,0.650478755,1
search,inquire,V,6.81,NONE,0.512697961,1
rip,detach,V,5.64,NONE,0.872524765,1
need,get,V,2.16,NONE,0.795155649,1
collect,get,V,8.13,HYPER/HYPONYMS,0.511684423,1
lift,pick,V,6.47,COHYPONYMS,0.95551295,1
stop,spin,V,0,NONE,0.928993326,1
hate,insult,V,4.48,NONE,0.643415749,1
spray,sprinkle,V,4.15,HYPER/HYPONYMS,0.686584954,1
preview,observe,V,5.31,NONE,0.892134711,1
fight,conquer,V,5.81,NONE,0.644256912,1
pop,stretch,V,1.66,NONE,1.062158369,1
catch,release,V,0.5,NONE,0.865361706,1
bounce,move,V,3.82,HYPER/HYPONYMS,0.788441746,1
affect,touch,V,3.65,SYNONYMS,0.414396738,1
stop,walk,V,0.17,NONE,0.961776354,1
swim,flutter,V,0.83,NONE,0.883720645,1
retain,forget,V,1.49,NONE,0.888830502,1
please,like,V,2.82,HYPER/HYPONYMS,0.925097295,1
kill,conquer,V,3.82,NONE,0.847391285,1
yell,warn,V,3.15,NONE,0.894100445,1
hurt,deceive,V,4.32,NONE,0.763451378,1
crush,demolish,V,8.13,SYNONYMS,0.420813758,1
go,vanish,V,5.48,HYPER/HYPONYMS,0.545218229,1
destroy,slay,V,7.14,NONE,0.431612934,1
claim,lie,V,1.33,NONE,0.879152557,1
become,appear,V,2.82,NONE,0.69503827,1
talk,testify,V,4.48,NONE,0.770550651,1
stop,shun,V,2.66,NONE,0.940342907,1
gather,bring,V,4.65,NONE,0.750621658,1
go,sell,V,0.66,COHYPONYMS,0.936312787,1
ask,talk,V,5.31,COHYPONYMS,0.791399106,1
kill,demolish,V,5.15,COHYPONYMS,0.762189486,1
vacate,evict,V,5.64,NONE,0.509512245,1
compose,design,V,6.14,NONE,0.718654189,1
spray,shoot,V,2.49,NONE,0.796102209,1
fix,update,V,4.81,NONE,0.869566635,1
ignore,ask,V,1.33,NONE,0.963305098,1
join,adjourn,V,1.16,NONE,0.993596115,1
send,disperse,V,2.32,NONE,0.877644067,1
testify,lie,V,0.5,NONE,0.866722484,1
correct,change,V,5.64,HYPER/HYPONYMS,0.884214924,1
stop,accelerate,V,0.5,NONE,0.933494429,1
frame,freeze,V,1.66,NONE,0.933897389,1
crave,yearn,V,8.13,NONE,0.402958172,1
hitch,tie,V,2.99,HYPER/HYPONYMS,0.582745607,1
stain,remove,V,0.17,NONE,0.905177392,1
practice,learn,V,4.65,HYPER/HYPONYMS,0.700483053,1
like,imitate,V,1.33,NONE,0.723445931,1
drain,remove,V,5.48,NONE,0.822721923,1
ride,go,V,4.65,HYPER/HYPONYMS,0.748508294,1
forget,attend,V,0,NONE,0.996831435,1
gather,take,V,5.48,NONE,0.696800799,1
sing,whistle,V,3.15,SYNONYMS,0.82021311,1
steer,move,V,4.98,NONE,0.791898307,1
save,gain,V,2.99,NONE,0.894277119,1
swing,push,V,3.98,COHYPONYMS,0.790475626,1
retreat,move,V,4.65,HYPER/HYPONYMS,0.791683755,1
shiver,freeze,V,5.15,NONE,0.804203624,1
fix,demolish,V,0.33,NONE,0.978485818,1
pretend,assume,V,2.82,HYPER/HYPONYMS,0.688253359,1
delay,hesitate,V,8.13,HYPER/HYPONYMS,0.80331733,1
take,lift,V,4.32,HYPER/HYPONYMS,0.927022299,1
dive,drown,V,2.16,NONE,0.565741583,1
enter,return,V,2.49,NONE,1.028857007,1
spill,stain,V,3.82,NONE,0.769369843,1
get,reap,V,7.64,HYPER/HYPONYMS,0.600847604,1
direct,go,V,3.65,NONE,0.85708824,1
accept,want,V,2.66,COHYPONYMS,0.786975667,1
soak,stain,V,1.83,NONE,0.82185558,1
launch,set,V,1.83,NONE,0.769014351,1
tend,give,V,3.15,NONE,1.03460442,1
choke,tie,V,1.49,NONE,0.871563099,1
learn,acquire,V,4.98,SYNONYMS,0.291156614,1
pray,pounce,V,2.99,NONE,0.964034974,1
achieve,conquer,V,5.31,NONE,0.548080935,1
do,think,V,2.16,NONE,0.649043079,1
taste,touch,V,1.83,COHYPONYMS,0.832296645,1
invent,produce,V,5.81,NONE,0.580663762,1
seem,believe,V,1.33,NONE,0.716175513,1
ask,respond,V,2.82,NONE,0.740310989,1
buzz,hum,V,4.98,SYNONYMS,0.536607363,1
put,transplant,V,4.32,NONE,0.983429686,1
descend,retreat,V,2.16,COHYPONYMS,0.837640219,1
evacuate,go,V,6.14,NONE,0.825439448,1
toss,tumble,V,2.82,HYPER/HYPONYMS,0.677091315,1
go,begin,V,4.32,COHYPONYMS,0.792900779,1
breathe,choke,V,1.33,HYPER/HYPONYMS,0.703843617,1
slap,kick,V,3.49,NONE,0.433109789,1
overcome,strive,V,4.32,NONE,0.779374421,1
upset,insult,V,5.28,NONE,0.763556393,1
collect,obtain,V,6.97,COHYPONYMS,0.375630947,1
acknowledge,agree,V,5.31,NONE,0.590848666,1
blame,admit,V,1,NONE,0.758694463,1
visit,haunt,V,1.66,HYPER/HYPONYMS,0.909292716,1
adjourn,go,V,2.49,NONE,0.867523124,1
smell,feel,V,2.16,COHYPONYMS,0.34058649,1
rip,tug,V,5.64,NONE,0.849259013,1
veer,lean,V,3.98,NONE,0.898042375,1
fall,lay,V,3.32,NONE,0.841989032,1
perish,burn,V,2.32,NONE,0.762774184,1
bite,scratch,V,1.99,NONE,0.687049251,1
