word1,word2,pos,sv_score,relation,cf_score
spill,splash,V,4.48,NONE,0.6408274591175717
gather,meet,V,7.47,SYNONYMS,0.5722041278991581
hold,cuddle,V,6.47,HYPER/HYPONYMS,0.9263914183797285
decrease,reduce,V,9.63,HYPER/HYPONYMS,0.075356362140513
instruct,direct,V,6.47,HYPER/HYPONYMS,0.7019030881415775
advise,tell,V,8.13,HYPER/HYPONYMS,0.5691605509715836
divide,add,V,0.0,COHYPONYMS,0.945907506297759
shine,glare,V,3.65,HYPER/HYPONYMS,0.30641454201609797
glide,float,V,5.48,COHYPONYMS,0.6820132276850897
rebel,fight,V,6.47,NONE,0.7674061949643575
sit,jump,V,1.33,NONE,1.0088869137284133
evaluate,think,V,7.97,HYPER/HYPONYMS,0.791690598457135
move,crawl,V,3.65,HYPER/HYPONYMS,0.8123980751585022
comfort,help,V,6.14,NONE,0.6989063010001855
weep,cry,V,9.3,SYNONYMS,0.10146063195134325
recommend,help,V,4.98,NONE,0.7946882385879406
speak,whisper,V,5.15,HYPER/HYPONYMS,0.7919743717586055
glow,burn,V,4.32,SYNONYMS,0.7026343855404878
annihilate,destroy,V,8.8,NONE,0.18230701423051998
erupt,blow,V,5.64,NONE,0.4901659220316885
say,ask,V,4.15,HYPER/HYPONYMS,0.71749999616247
ask,want,V,3.15,COHYPONYMS,0.6861610110000923
touch,rub,V,5.64,HYPER/HYPONYMS,0.8386592932548487
attract,like,V,3.32,NONE,0.8441439526213987
excuse,pardon,V,9.63,SYNONYMS,0.3904958903685932
attend,participate,V,4.15,NONE,0.3301111614571034
disintegrate,deteriorate,V,6.34,NONE,0.48319660540106923
hug,embrace,V,8.63,SYNONYMS,0.22893540311510563
look,listen,V,1.16,NONE,0.2663994420254656
capture,seize,V,8.3,HYPER/HYPONYMS,0.25040444040377585
complain,argue,V,5.31,NONE,0.5294209917626687
hang,hold,V,3.82,HYPER/HYPONYMS,0.8390991067874128
inquire,ask,V,8.47,SYNONYMS,0.4595674905659114
acknowledge,show,V,2.82,NONE,0.906806630755568
pinch,hurt,V,5.64,NONE,0.9640986905008679
pause,wait,V,8.8,HYPER/HYPONYMS,0.7402881293480925
know,predict,V,3.49,NONE,0.8669717538410021
defeat,overcome,V,6.81,SYNONYMS,0.27765413864901567
shake,wiggle,V,6.31,HYPER/HYPONYMS,0.43068751319876253
take,borrow,V,5.81,HYPER/HYPONYMS,0.797503985951109
trail,lead,V,2.32,NONE,0.7028315223533026
hear,speak,V,1.0,NONE,0.6148487129299489
use,borrow,V,3.65,NONE,0.8308826772599811
vary,change,V,8.63,SYNONYMS,0.28364597846533046
analyze,evaluate,V,8.13,NONE,0.5393950806222287
run,roam,V,4.15,NONE,0.9128024924528708
reach,get,V,6.81,HYPER/HYPONYMS,0.272279969897651
lose,keep,V,0.0,ANTONYMS,1.0355411494777835
argue,demand,V,3.82,NONE,0.6112818073270004
crunch,smash,V,6.81,NONE,0.8108078854104069
stir,mix,V,8.3,NONE,0.43661325672203555
reach,grasp,V,4.15,NONE,0.6727211707648508
reject,take,V,0.33,ANTONYMS,0.9632548269331628
prefer,choose,V,5.64,SYNONYMS,0.5349221033990643
push,tug,V,0.66,SYNONYMS,0.9322169064042708
hit,kick,V,4.65,HYPER/HYPONYMS,0.6591058128108875
smear,spread,V,7.97,NONE,0.8025629513798146
crash,demolish,V,5.15,NONE,0.7461232614909669
gain,succeed,V,4.15,NONE,0.5798664296400659
burn,cook,V,2.66,COHYPONYMS,0.8365434933017701
strive,excel,V,5.15,NONE,0.8983715352931264
destroy,perish,V,3.98,NONE,0.706204234116584
remain,leave,V,0.5,NONE,0.8501878339917811
tear,sew,V,0.5,NONE,0.8180169600785075
engage,begin,V,6.14,NONE,0.23493915431316714
descend,come,V,2.82,SYNONYMS,0.9087697191897335
neglect,forget,V,4.32,HYPER/HYPONYMS,0.22390479106286698
believe,understand,V,3.98,HYPER/HYPONYMS,0.5164173761767095
stay,retain,V,4.65,NONE,0.41409593152188096
become,succeed,V,3.98,NONE,0.7597288519863962
understand,realize,V,7.97,SYNONYMS,0.3230605298766809
make,build,V,9.3,HYPER/HYPONYMS,0.575398657810158
erode,fade,V,5.89,NONE,0.683250348873626
laugh,chuck,V,2.49,NONE,0.9508767686199954
touch,reach,V,3.65,SYNONYMS,0.7247260789677268
cook,grill,V,6.64,HYPER/HYPONYMS,0.7139478227278531
look,watch,V,8.3,NONE,0.43172501192602775
laugh,cry,V,0.0,ANTONYMS,1.1239654802205847
yield,give,V,6.31,SYNONYMS,0.6168334853230479
take,refuse,V,1.66,ANTONYMS,1.0136538120878396
tell,explain,V,6.64,HYPER/HYPONYMS,0.45964245060975806
plead,beg,V,9.46,HYPER/HYPONYMS,0.6744206506905224
want,beg,V,3.15,NONE,0.7587553571410404
participate,say,V,3.82,NONE,0.8303815699901704
allow,permit,V,9.63,SYNONYMS,0.13480005084408686
erupt,burst,V,6.97,HYPER/HYPONYMS,0.38050327972214104
capture,escape,V,0.5,NONE,0.7840100267356898
beat,pounce,V,2.82,NONE,0.6916347410602823
broil,boil,V,2.99,NONE,0.6111248673915783
arrive,come,V,7.14,SYNONYMS,0.1464823759039715
disown,forget,V,1.66,NONE,0.7794274642510285
seize,stop,V,5.81,HYPER/HYPONYMS,0.7968805745690306
request,want,V,6.47,HYPER/HYPONYMS,0.698522679574598
rush,hustle,V,6.97,NONE,0.8082072581343447
admire,want,V,4.81,NONE,0.6716852505788604
rescue,help,V,6.47,NONE,0.7403057879722397
cry,worry,V,3.65,NONE,0.7648177012137635
stop,repress,V,5.98,NONE,0.7896009186824079
imagine,think,V,7.64,HYPER/HYPONYMS,0.21791576239734822
control,run,V,1.36,HYPER/HYPONYMS,0.8059032419111751
try,do,V,4.32,NONE,0.7978145676338112
pull,tug,V,9.3,HYPER/HYPONYMS,0.6953528562558693
beat,win,V,8.13,NONE,0.5453769571065373
add,subtract,V,1.16,ANTONYMS,1.0548961121564742
overpower,dominate,V,8.47,NONE,0.13019101272883593
swoon,fall,V,5.64,NONE,0.7053338508320919
realize,acknowledge,V,7.64,NONE,0.4468454613131956
beg,steal,V,0.5,NONE,0.8871652204428879
flex,bend,V,7.97,SYNONYMS,0.9282333897306276
mistreat,abuse,V,8.96,SYNONYMS,0.07477148156880531
toil,sweat,V,5.48,NONE,0.8581172090794196
lose,compete,V,1.49,NONE,0.9701604510927749
see,visit,V,6.14,SYNONYMS,0.5540606001507824
decline,fall,V,6.31,HYPER/HYPONYMS,0.09594785627661262
waste,save,V,1.0,NONE,0.9152200604897529
worry,doubt,V,5.89,NONE,0.7068760412089965
leave,stray,V,5.64,NONE,0.9173920105589496
criticize,complain,V,4.81,NONE,0.6558355596462067
show,tell,V,2.82,HYPER/HYPONYMS,0.7601353901514507
understand,know,V,6.34,NONE,0.2898688622479155
attend,miss,V,0.5,ANTONYMS,1.023707129695469
decline,deny,V,6.81,NONE,0.7881057738981816
bound,tie,V,8.96,SYNONYMS,0.30948749484600635
avoid,dislike,V,3.62,NONE,0.9133058109353457
climb,hike,V,7.64,NONE,0.14560144705622258
fall,jump,V,1.49,HYPER/HYPONYMS,0.8127191889004354
like,prefer,V,8.8,HYPER/HYPONYMS,0.6656188042507412
laugh,ridicule,V,4.65,NONE,0.5928833370379557
show,direct,V,6.64,HYPER/HYPONYMS,0.8862218806251845
stamp,collect,V,1.16,NONE,0.9705353949266242
recommend,like,V,3.98,NONE,0.8884234975165974
flee,run,V,8.3,HYPER/HYPONYMS,0.6825132995569246
lend,borrow,V,3.49,ANTONYMS,0.9156800393509251
criticize,argue,V,4.65,NONE,0.7729178337446403
smother,hug,V,3.98,NONE,0.7556767215690116
obtain,steal,V,3.98,NONE,0.8323748341049154
catch,receive,V,6.97,COHYPONYMS,0.7235749884302314
stare,glare,V,5.98,HYPER/HYPONYMS,0.4929475015375395
stir,fry,V,1.83,NONE,0.8254005221689348
talk,explain,V,5.98,NONE,0.6100426982801632
perceive,get,V,3.98,HYPER/HYPONYMS,0.37186434858743433
leave,walk,V,1.83,NONE,0.9508424918486474
reappear,repeat,V,2.82,NONE,0.732955644004402
whip,hit,V,6.47,NONE,0.7257582773475484
leave,release,V,3.49,NONE,0.7955441210562207
rattle,shake,V,6.97,HYPER/HYPONYMS,0.16470645265609574
promise,swear,V,8.3,HYPER/HYPONYMS,0.35341687409634615
look,squint,V,4.81,HYPER/HYPONYMS,0.48931029223459344
drink,swallow,V,4.98,COHYPONYMS,0.7695258204038206
claim,say,V,5.81,HYPER/HYPONYMS,0.4633870551099637
decide,think,V,4.65,NONE,0.8077717243436033
guess,assume,V,6.64,NONE,0.3328032748074944
catch,hold,V,4.32,HYPER/HYPONYMS,0.7083631482007702
dismiss,leave,V,4.48,NONE,0.7411474012403148
dash,run,V,8.3,NONE,0.8528074995278667
remove,unload,V,5.81,HYPER/HYPONYMS,0.8860296890339142
request,demand,V,4.48,HYPER/HYPONYMS,0.10882960595673064
glide,slide,V,5.13,HYPER/HYPONYMS,0.5322835135866388
sew,mend,V,7.14,NONE,0.7084431792728421
steer,drive,V,5.98,NONE,0.6570479064249622
adjourn,dismiss,V,5.98,NONE,0.7436814904550848
search,find,V,4.81,NONE,0.3581448495955105
pray,ask,V,3.82,NONE,0.286567224662602
steal,poach,V,6.31,NONE,0.8207422126626615
forget,dismiss,V,5.81,NONE,0.7931463244455089
compose,decompose,V,1.16,NONE,0.797460501155035
drown,sink,V,2.99,NONE,0.2087073952928027
search,hunt,V,7.47,HYPER/HYPONYMS,0.5672383165382597
finish,solve,V,5.98,NONE,0.8407377466248338
amuse,laugh,V,7.3,NONE,0.6614026871300701
remember,think,V,3.49,SYNONYMS,0.7491087905764294
grow,learn,V,5.98,NONE,0.7878768437259819
argue,prove,V,3.49,NONE,0.7656769555398025
design,decorate,V,5.15,NONE,0.7429156003220774
think,calculate,V,6.64,HYPER/HYPONYMS,0.8476452473464385
prohibit,refuse,V,6.31,NONE,0.8137389917289404
retain,save,V,7.3,COHYPONYMS,0.6338186536802434
catch,throw,V,1.99,NONE,0.7947571724965385
advise,teach,V,6.31,COHYPONYMS,0.6883138270156164
obtain,hold,V,5.31,SYNONYMS,0.8083555449501416
whip,cook,V,2.16,NONE,0.8185077618955966
sing,scream,V,2.49,NONE,0.7081081934605149
dance,swing,V,4.15,NONE,0.8115180169383235
despair,dismay,V,5.98,NONE,0.3025964594791777
swing,hang,V,3.82,HYPER/HYPONYMS,0.8913966136868534
dismiss,push,V,1.99,NONE,0.981217800293247
hide,appear,V,0.5,NONE,1.0226913824307107
spend,pay,V,6.64,HYPER/HYPONYMS,0.6733344670186887
walk,follow,V,2.82,COHYPONYMS,0.8995246352882809
change,remain,V,0.5,ANTONYMS,1.0100408713662414
discourage,hate,V,2.99,NONE,0.9038712220797249
hamper,hurt,V,4.53,NONE,0.6467968796079263
persuade,beg,V,5.31,NONE,0.7767321799244316
weave,spin,V,4.32,COHYPONYMS,0.7200274637323063
help,use,V,1.16,HYPER/HYPONYMS,0.7849138357666096
irritate,nag,V,6.64,NONE,0.6646573227042054
restore,replace,V,4.32,COHYPONYMS,0.8845024022911027
help,concern,V,3.49,NONE,0.9811015387493652
abduct,capture,V,7.8,NONE,0.6532473694779042
crunch,destroy,V,3.65,NONE,0.8997686445184576
stay,attend,V,2.32,NONE,0.8084299744370458
set,prepare,V,4.98,SYNONYMS,0.607121080109616
struggle,hurt,V,1.66,NONE,0.8635090265536071
pinch,grab,V,4.65,NONE,0.807920769141993
upset,offend,V,8.63,NONE,0.6559434441613083
choose,predict,V,4.32,NONE,0.9594558118260594
move,tend,V,1.66,NONE,0.7042588534085038
strip,drag,V,1.16,NONE,0.9115349011271949
find,disappear,V,0.5,NONE,0.909658203437508
break,deteriorate,V,5.31,COHYPONYMS,0.8037579587401826
travel,hike,V,4.98,HYPER/HYPONYMS,0.6565709333732044
yell,complain,V,5.15,NONE,0.6480848183231193
restore,mend,V,9.13,SYNONYMS,0.6748017575377521
excel,drive,V,2.16,NONE,0.9005536617284537
live,perish,V,1.0,NONE,0.761249386115995
reel,pull,V,5.98,NONE,0.7470571433480462
pinch,dash,V,1.66,NONE,0.6082705572159496
offend,annoy,V,4.32,NONE,0.5428598612281493
release,take,V,1.49,NONE,0.9505563099923957
exchange,change,V,5.15,SYNONYMS,0.7115702560203372
define,say,V,3.82,NONE,0.7507383594221415
hear,repeat,V,0.66,NONE,0.7881761906386675
scream,squeak,V,4.32,NONE,0.6471725823706242
lower,kneel,V,2.99,NONE,0.9358500222120758
waste,deteriorate,V,6.64,HYPER/HYPONYMS,0.9394791482665356
give,borrow,V,2.66,NONE,0.728048387358615
compose,originate,V,5.15,COHYPONYMS,0.8047137955043357
happen,appear,V,1.83,HYPER/HYPONYMS,0.31318765328640097
deliver,save,V,1.0,HYPER/HYPONYMS,0.9052203862736884
incline,suggest,V,4.81,NONE,0.9276622836634666
call,reply,V,3.32,NONE,0.8761519239432001
crunch,crush,V,6.31,NONE,0.7786209270391824
cough,yawn,V,1.66,NONE,0.6357111178062311
recycle,use,V,2.99,HYPER/HYPONYMS,0.7905628003239392
refuse,dislike,V,4.65,NONE,0.7376243595715211
soothe,rub,V,3.65,NONE,0.8101217230802648
punish,obey,V,0.33,NONE,0.9796631040813814
capture,get,V,4.98,SYNONYMS,0.6729007228820263
irritate,scratch,V,5.15,HYPER/HYPONYMS,0.7221304712530701
sneak,look,V,3.65,NONE,0.7834047689205754
presume,suppose,V,8.3,HYPER/HYPONYMS,0.005279705639897547
beat,blend,V,4.15,NONE,0.9273499837773216
tan,blush,V,1.16,COHYPONYMS,0.7698493723326187
examine,study,V,8.3,SYNONYMS,0.146129807553658
add,attach,V,7.3,NONE,0.7074660527242893
punch,strike,V,7.47,NONE,0.5485238893248201
deteriorate,dissolve,V,7.47,NONE,0.7297068970754795
change,convince,V,3.98,NONE,1.0500614809419584
reap,prosper,V,5.64,NONE,0.7833569458511347
spank,whip,V,4.83,NONE,0.4853007541055584
calculate,subtract,V,3.65,HYPER/HYPONYMS,0.5072819688397702
look,inquire,V,5.13,NONE,0.7046922311050252
blame,forgive,V,1.0,NONE,0.7091454178352183
accept,deliver,V,1.66,NONE,0.7318788791746303
strive,survive,V,2.66,NONE,0.9886513057957927
spring,fling,V,4.32,NONE,1.0111099593252277
defend,kill,V,2.49,NONE,0.9740567416422456
fly,cruise,V,2.57,COHYPONYMS,0.6315361708674501
let,forbid,V,0.5,ANTONYMS,1.0831076365343535
breathe,sneeze,V,2.32,NONE,0.5509124137458452
tend,fix,V,3.32,NONE,0.9476256018523969
stop,warn,V,3.47,NONE,0.7995717659034116
drive,veer,V,3.49,NONE,0.9459623684961793
disown,neglect,V,4.81,NONE,0.7528293136472317
explode,erode,V,2.82,NONE,0.9383099842576245
stop,hurt,V,0.5,NONE,0.938632487059808
snatch,catch,V,3.32,COHYPONYMS,0.810680900680053
hope,need,V,1.99,NONE,0.865838754729408
boil,freeze,V,0.0,ANTONYMS,1.0592774825300304
destroy,seek,V,0.17,NONE,0.9329287026264429
develop,begin,V,3.98,NONE,0.7603408851005876
disintegrate,burn,V,4.48,COHYPONYMS,0.7207822906418684
walk,wiggle,V,1.16,NONE,0.8861552579439678
holler,roar,V,7.8,HYPER/HYPONYMS,0.5260556522707935
teach,know,V,3.82,NONE,0.6046778541927947
catch,obtain,V,5.81,COHYPONYMS,0.6924548490637832
smell,spoil,V,0.5,NONE,0.891670065780042
squint,stare,V,4.15,COHYPONYMS,0.36248289984378457
spell,define,V,3.49,NONE,0.9007647524214222
choose,want,V,2.99,NONE,0.7907138961415839
examine,observe,V,7.97,HYPER/HYPONYMS,0.8057936788725412
object,disagree,V,7.85,COHYPONYMS,0.8309922178772772
hate,deceive,V,2.49,NONE,0.904610196428508
blame,ridicule,V,3.65,NONE,0.8656915552028368
die,slay,V,1.99,NONE,0.5803588443435763
deny,request,V,0.33,NONE,0.8310298534145218
remind,say,V,3.32,NONE,0.5131329396839037
operate,do,V,5.81,NONE,0.7743284931387255
fail,miss,V,7.3,HYPER/HYPONYMS,0.35860293889949035
fold,wrap,V,4.68,NONE,0.8382496476653151
charge,accuse,V,6.31,HYPER/HYPONYMS,0.3616052560295864
cough,sniff,V,3.32,NONE,0.7018461352683976
enrage,upset,V,8.13,NONE,0.6047177197697335
destroy,fix,V,0.5,NONE,0.9776923326007215
annoy,tease,V,5.98,HYPER/HYPONYMS,0.6355955592518678
hate,reject,V,5.31,NONE,0.7703833385654153
cry,punish,V,1.16,NONE,0.9102331832043118
decrease,shrink,V,7.14,HYPER/HYPONYMS,0.18552161896849173
accept,recommend,V,1.0,NONE,0.7687307464672803
flex,relax,V,0.66,NONE,0.9736655829050924
shift,drive,V,3.15,COHYPONYMS,0.8960208673921353
disperse,sow,V,5.31,HYPER/HYPONYMS,0.7937648199904936
chew,grind,V,6.31,HYPER/HYPONYMS,0.783488271804583
confuse,help,V,0.5,NONE,0.9863346132639647
fight,abuse,V,5.31,NONE,0.875927711645061
give,decline,V,0.33,NONE,1.0711562114491089
leave,join,V,0.17,NONE,0.8943952336401717
scare,jump,V,2.66,NONE,0.879714144100761
blame,push,V,1.0,NONE,0.9458744369489392
hang,fall,V,0.5,SYNONYMS,0.8767418624465293
persuade,argue,V,5.31,NONE,0.6421096262290894
hurt,kill,V,4.81,HYPER/HYPONYMS,0.8123478946011158
capture,chase,V,2.16,NONE,0.7092411019310916
go,command,V,0.66,NONE,0.9955294669512266
scramble,change,V,1.81,HYPER/HYPONYMS,0.9319921006511336
get,conquer,V,3.65,NONE,0.5874537353444722
purchase,acquire,V,8.0,HYPER/HYPONYMS,0.20524479605623513
shove,kick,V,2.66,NONE,0.5002370325577501
roam,search,V,4.81,NONE,0.7643271663245377
evacuate,escape,V,7.3,NONE,0.6388865203689198
embarrass,ridicule,V,7.47,NONE,0.4643467578882944
keep,capture,V,5.81,NONE,0.8484772027478472
treat,pounce,V,1.81,NONE,1.0512917753402387
attach,join,V,7.47,COHYPONYMS,0.561354557159323
touch,push,V,4.15,HYPER/HYPONYMS,0.7504981697337407
stop,freeze,V,6.31,NONE,0.698767228550209
justify,judge,V,1.99,NONE,0.8475575842638696
lead,ask,V,1.16,NONE,0.9129701420170615
taste,swallow,V,4.48,NONE,0.78196556700916
advance,achieve,V,5.48,NONE,0.7063454019408881
humiliate,ridicule,V,8.3,NONE,0.5786560618476126
ask,recall,V,2.99,HYPER/HYPONYMS,0.8533990424461717
ridicule,hate,V,4.65,NONE,0.7417706655289391
remove,ban,V,5.48,NONE,0.8231363242299763
live,move,V,0.66,HYPER/HYPONYMS,0.8779220935624417
analyze,define,V,4.15,NONE,0.813173754474227
move,scramble,V,5.15,HYPER/HYPONYMS,0.873591453332045
confess,talk,V,4.07,NONE,0.6319719132783124
freeze,burn,V,1.33,COHYPONYMS,0.9504442154664151
hope,rely,V,3.65,NONE,0.7498511704393981
refuse,give,V,0.5,NONE,0.9766147807699933
hang,condemn,V,4.15,NONE,0.899766520787547
throw,move,V,3.15,HYPER/HYPONYMS,0.8835713248866965
guess,choose,V,3.49,NONE,0.8436302115731802
recycle,waste,V,0.45,COHYPONYMS,0.747722434129175
spoil,toil,V,1.49,NONE,0.927236133157718
advise,warn,V,6.14,HYPER/HYPONYMS,0.3792728522232288
strike,miss,V,1.83,ANTONYMS,1.0003260982364055
travel,come,V,3.47,HYPER/HYPONYMS,0.9332749034017259
fly,swim,V,0.33,COHYPONYMS,0.9509995807858076
cook,stew,V,4.65,HYPER/HYPONYMS,0.501054187218848
beat,triumph,V,5.31,NONE,0.7812528757648776
scream,scold,V,4.65,NONE,0.5311611928410878
ride,run,V,4.15,HYPER/HYPONYMS,0.907883283571393
ridicule,bother,V,1.83,NONE,0.8196336757797578
insult,rip,V,3.15,NONE,0.807719694709486
adjourn,judge,V,1.99,NONE,0.8735843399829967
lift,tow,V,2.16,NONE,0.7955800667661059
have,acquire,V,4.15,HYPER/HYPONYMS,0.5716073932409256
rob,give,V,0.17,NONE,0.9392384186029834
determine,set,V,4.98,SYNONYMS,0.45771168397213935
pinch,prick,V,5.31,NONE,0.9522490510752885
grow,increase,V,8.63,HYPER/HYPONYMS,0.09192515454131633
become,seem,V,1.83,NONE,0.6498947565943186
bother,ignore,V,0.83,NONE,0.8499832287065675
go,drive,V,5.31,HYPER/HYPONYMS,0.7818377621772485
bother,frustrate,V,7.3,HYPER/HYPONYMS,0.5726365116543786
aim,hit,V,2.99,NONE,0.9278887034390402
change,stay,V,0.5,ANTONYMS,1.070315122382541
suck,sip,V,4.15,COHYPONYMS,1.0094183252200393
weave,move,V,3.15,HYPER/HYPONYMS,0.9888168140825772
refrain,repress,V,4.48,NONE,0.8659143714337334
shift,turn,V,4.32,COHYPONYMS,0.5329175349088191
lay,incline,V,4.98,NONE,0.8866258662750051
describe,say,V,3.77,NONE,0.6003815149226104
try,think,V,3.49,HYPER/HYPONYMS,0.7726125135308729
remain,retain,V,4.48,NONE,0.33091109871730506
wash,wear,V,0.66,NONE,0.8455275799232256
lie,pretend,V,6.14,NONE,0.7666006686728777
suggest,inquire,V,1.99,NONE,0.8208906657399186
sprinkle,dash,V,1.99,NONE,0.815672274690406
rip,destroy,V,7.3,NONE,0.6524155600276548
direct,help,V,3.32,NONE,0.8042958553680357
speak,suggest,V,4.48,NONE,0.6959826584724647
inform,instruct,V,7.55,HYPER/HYPONYMS,0.5352297385251421
teach,punish,V,1.66,NONE,0.9171727285280762
connect,touch,V,5.98,HYPER/HYPONYMS,0.7136940247862917
go,disperse,V,5.64,NONE,0.8433403333183567
fix,set,V,4.48,HYPER/HYPONYMS,0.5680099272744736
erode,spoil,V,2.32,NONE,0.5634636486934064
wiggle,jerk,V,3.98,NONE,0.9266164570697226
drip,fall,V,1.66,HYPER/HYPONYMS,0.9429178959787228
ache,soothe,V,0.83,NONE,0.7675933355147249
detach,release,V,8.63,NONE,0.37576205735961865
spare,strike,V,1.33,NONE,1.0147440842919138
affect,hurt,V,2.82,NONE,0.5189159963415306
control,barter,V,1.16,NONE,1.074624478732665
laugh,entertain,V,3.98,NONE,0.5730623762044996
smear,blend,V,3.65,NONE,0.960104761309687
scream,cry,V,4.48,SYNONYMS,0.23010190358886085
result,happen,V,5.43,HYPER/HYPONYMS,0.6550743332535273
snap,crunch,V,5.64,NONE,0.8032623068613233
disappear,shrink,V,3.15,NONE,0.7478054656985913
express,explain,V,5.81,HYPER/HYPONYMS,0.5639639358334307
protect,keep,V,3.98,HYPER/HYPONYMS,0.4390423059338723
pounce,surprise,V,4.53,NONE,0.7015719346710578
be,attend,V,3.65,HYPER/HYPONYMS,0.8002307186106751
prosecute,blame,V,4.48,NONE,0.7196018020873317
acknowledge,respond,V,6.97,HYPER/HYPONYMS,0.7929813885932077
drive,desire,V,1.83,NONE,0.8647217360552646
remove,loosen,V,3.32,NONE,0.33334086592236334
lift,hold,V,3.82,HYPER/HYPONYMS,0.9386357873419039
set,lay,V,6.14,SYNONYMS,0.8247804724425377
blame,hurt,V,2.57,NONE,0.7740622415327031
control,capture,V,4.65,NONE,0.8634865466422282
raise,rise,V,7.3,NONE,0.12196172869323774
plead,convince,V,4.81,NONE,0.7067031366230037
beat,mix,V,5.64,NONE,0.9467162106225556
grab,squeeze,V,4.32,NONE,0.9092308692098625
erode,decompose,V,7.3,NONE,0.6478706120474746
beat,spank,V,7.3,HYPER/HYPONYMS,0.6975421916583162
vacate,evacuate,V,7.3,NONE,0.20413118410057463
surprise,guess,V,1.49,NONE,0.8449808340554584
foil,cover,V,1.66,HYPER/HYPONYMS,0.9641429994362058
look,read,V,4.48,NONE,0.8407254091595483
smell,decompose,V,2.99,NONE,0.8122131216894899
hurt,bump,V,2.49,NONE,0.9423613966483104
drip,melt,V,4.98,NONE,0.8762685466908601
leave,appear,V,0.66,NONE,1.009821098004806
please,entertain,V,5.15,NONE,0.9175729065249166
enter,escape,V,1.16,NONE,0.8819940156855809
overpower,conquer,V,7.97,NONE,0.23510876926310909
overcome,go,V,3.65,NONE,0.8755613032144101
go,sneak,V,1.83,HYPER/HYPONYMS,0.9071871524480202
doze,snore,V,5.31,NONE,0.4873003550157855
squeal,hurt,V,2.49,NONE,0.9444484014971862
persuade,sway,V,7.3,SYNONYMS,0.8222315971311716
shoot,yell,V,1.83,NONE,0.8472967646517693
swim,splash,V,5.48,NONE,0.8510373832042074
disappear,erode,V,5.48,NONE,0.7307263349582018
charge,go,V,3.32,HYPER/HYPONYMS,0.7804767051884716
release,drain,V,4.15,NONE,0.9168018175223204
leave,help,V,0.83,NONE,0.8095113525196105
boil,bake,V,1.99,NONE,0.604706707098549
whistle,call,V,4.15,NONE,0.8430260983396903
stain,bleach,V,2.57,NONE,0.563360107479175
organize,set,V,5.64,HYPER/HYPONYMS,0.8262944356105048
sing,play,V,2.32,NONE,0.8388268065552296
give,treat,V,6.47,HYPER/HYPONYMS,0.9404286973011162
set,put,V,5.64,SYNONYMS,0.597648649814795
engage,wed,V,4.32,NONE,0.9281597500674992
hold,bear,V,5.31,SYNONYMS,0.7018881910729762
deny,excuse,V,2.72,NONE,0.7932173852982423
pretend,suppose,V,4.48,NONE,0.6234921849284363
wear,strain,V,3.02,NONE,0.9074760912057068
protect,fight,V,3.49,NONE,0.9251055672865514
warn,inform,V,5.31,HYPER/HYPONYMS,0.4110841665375974
acquire,find,V,6.81,HYPER/HYPONYMS,0.6323730080676618
swear,lie,V,1.33,NONE,0.9111043811182338
release,loosen,V,4.65,NONE,0.6541615871425354
stay,please,V,1.83,NONE,0.8836563937918248
mimic,talk,V,1.99,NONE,0.8996223784785105
glare,glance,V,4.65,NONE,0.669871347129543
neglect,reject,V,3.49,NONE,0.7780395515254732
discover,analyze,V,2.82,NONE,0.7092859157289848
portray,pretend,V,5.98,NONE,0.716101123741965
hatch,escape,V,3.82,NONE,0.7337698664836086
repeat,understand,V,2.16,NONE,0.8921181762268255
vanish,perish,V,4.15,NONE,0.6188256568339798
help,ask,V,1.0,NONE,0.8683994757125509
dislike,admire,V,0.0,NONE,0.8928924806430285
persuade,suggest,V,5.58,NONE,0.7307864484460833
grow,live,V,3.47,NONE,0.8574259554913306
result,affect,V,6.31,NONE,0.7320671108554142
attract,disgust,V,0.5,NONE,0.9470010264745005
push,lean,V,3.98,NONE,0.9102258606590182
disperse,move,V,4.98,HYPER/HYPONYMS,0.781064152626039
allow,disprove,V,0.17,NONE,0.9844776988274105
grab,obtain,V,4.83,HYPER/HYPONYMS,0.6410122147858703
follow,leave,V,1.49,NONE,0.9161710046635185
toil,tear,V,1.33,NONE,0.9574482680066718
advance,charge,V,5.98,HYPER/HYPONYMS,0.9470864761436977
allow,grant,V,8.3,SYNONYMS,0.5976057556876628
find,scramble,V,0.33,NONE,0.9220415333044314
pray,communicate,V,1.99,HYPER/HYPONYMS,0.8267444024822584
kill,mistreat,V,3.49,NONE,0.8121917256065372
leave,float,V,0.66,NONE,0.9745863083646334
acknowledge,notify,V,1.99,NONE,0.7520265675466437
pinch,tickle,V,2.16,NONE,0.8717132554387996
disintegrate,reduce,V,5.64,NONE,0.8105572025726688
conquer,gain,V,5.81,NONE,0.3227423106510515
offend,embarrass,V,4.48,NONE,0.3210540156339584
create,become,V,2.32,NONE,0.7205542565668484
command,control,V,8.3,SYNONYMS,0.6504787553613581
search,inquire,V,6.81,NONE,0.5126979610536647
rip,detach,V,5.64,NONE,0.8725247647883845
need,get,V,2.16,NONE,0.7951556494167661
collect,get,V,8.13,HYPER/HYPONYMS,0.5116844228456743
lift,pick,V,6.47,COHYPONYMS,0.9555129502174313
stop,spin,V,0.0,NONE,0.9289933256815877
hate,insult,V,4.48,NONE,0.6434157489971026
spray,sprinkle,V,4.15,HYPER/HYPONYMS,0.6865849544206073
