word1,word2,pos,sv_score,relation,cf_score,include,one_minus_cf,wn_wup,sv_bucket,cf_bucket,wn_bucket
start,begin,V,8.8,SYNONYMS,0.058663716,1,0.9413362836373812,1.0,0.05000000000000071,0.1913362836373812,0.0
spoil,perish,V,4.81,NONE,0.7146887190000001,1,0.2853112809391131,0.16666666666666666,0.05999999999999961,0.03531128093911312,0.16666666666666666
weave,drive,V,0.91,COHYPONYMS,1.007142624,1,-0.007142623608708,0.1,0.16000000000000003,0.242857376391292,0.1
prepare,cook,V,6.14,SYNONYMS,0.8640313490000001,1,0.135968651267906,0.16666666666666666,0.13999999999999968,0.135968651267906,0.16666666666666666
pretend,imitate,V,4.65,NONE,0.437568305,1,0.562431695032448,0.125,0.15000000000000036,0.062431695032448054,0.125
lose,forget,V,4.07,HYPER/HYPONYMS,0.721014013,1,0.27898598670854696,0.3333333333333333,0.07000000000000028,0.028985986708546962,0.08333333333333331
hunt,kill,V,6.81,NONE,0.7896729309999999,1,0.210327069319457,0.2,0.05999999999999961,0.210327069319457,0.2
let,allow,V,8.8,SYNONYMS,0.226961715,1,0.7730382847709749,1.0,0.05000000000000071,0.023038284770974915,0.0
look,appear,V,4.98,SYNONYMS,0.609072194,1,0.390927806227644,0.25,0.23000000000000043,0.140927806227644,0.0
tug,jerk,V,7.14,NONE,0.924781173,1,0.07521882700808401,0.25,0.13999999999999968,0.07521882700808401,0.0
dive,swim,V,4.32,HYPER/HYPONYMS,0.609959,1,0.390041000031464,0.25,0.07000000000000028,0.14004100003146402,0.0
dance,sway,V,3.82,NONE,0.890184185,1,0.109815814635276,0.25,0.06999999999999984,0.109815814635276,0.0
whisper,yell,V,0.83,NONE,1.037309852,1,-0.037309851809166,0.125,0.07999999999999996,0.21269014819083398,0.125
salute,acknowledge,V,4.65,NONE,0.5698938960000001,1,0.4301061039308,0.1111111111111111,0.15000000000000036,0.1801061039308,0.1111111111111111
become,make,V,4.15,HYPER/HYPONYMS,0.5967174679999999,1,0.403282531703521,0.2,0.15000000000000036,0.15328253170352102,0.2
scare,surprise,V,5.31,NONE,0.744289997,1,0.25571000304317104,0.14285714285714285,0.05999999999999961,0.005710003043171041,0.14285714285714285
sway,move,V,6.81,HYPER/HYPONYMS,0.7287563109999999,1,0.27124368904761803,0.2,0.05999999999999961,0.02124368904761803,0.2
go,send,V,1.49,NONE,0.915328881,1,0.084671118886609,0.25,0.24,0.084671118886609,0.0
float,drift,V,7.3,SYNONYMS,0.6909971109999999,1,0.309002889375807,1.0,0.04999999999999982,0.059002889375807,0.0
move,shift,V,7.55,HYPER/HYPONYMS,0.209237842,1,0.7907621584364329,0.25,0.04999999999999982,0.04076215843643294,0.0
reprimand,correct,V,6.31,HYPER/HYPONYMS,0.880303543,1,0.119696456803514,0.1,0.05999999999999961,0.119696456803514,0.1
leave,evacuate,V,7.47,NONE,0.690502125,1,0.309497875021262,0.25,0.21999999999999975,0.059497875021262026,0.0
clench,hold,V,6.64,NONE,0.920465611,1,0.079534389012569,0.2,0.13999999999999968,0.079534389012569,0.2
concentrate,wander,V,0.5,NONE,0.910988813,1,0.089011186785334,0.16666666666666666,0.0,0.089011186785334,0.16666666666666666
suppose,guess,V,7.14,SYNONYMS,0.107227025,1,0.8927729745063899,0.14285714285714285,0.13999999999999968,0.14277297450638993,0.14285714285714285
split,leave,V,2.99,NONE,0.887298778,1,0.112701222036253,0.2,0.2400000000000002,0.112701222036253,0.2
get,put,V,1.33,NONE,0.6234441239999999,1,0.376555876244348,0.25,0.08000000000000007,0.126555876244348,0.0
receive,send,V,2.32,NONE,0.7375349729999999,1,0.262465027479341,0.2,0.06999999999999984,0.012465027479340973,0.2
begin,introduce,V,4.32,HYPER/HYPONYMS,0.668929334,1,0.331070666174171,0.14285714285714285,0.07000000000000028,0.08107066617417102,0.14285714285714285
call,yell,V,7.64,SYNONYMS,0.769392069,1,0.23060793089796905,0.16666666666666666,0.13999999999999968,0.23060793089796905,0.16666666666666666
cook,mix,V,3.49,COHYPONYMS,0.896831053,1,0.10316894661763497,0.14285714285714285,0.2400000000000002,0.10316894661763497,0.14285714285714285
ridicule,tease,V,8.47,COHYPONYMS,0.7979223440000001,1,0.202077656087997,0.09090909090909093,0.22000000000000064,0.202077656087997,0.09090909090909093
associate,connect,V,6.97,SYNONYMS,0.745359508,1,0.254640491806203,0.25,0.21999999999999975,0.004640491806203018,0.0
entertain,enjoy,V,2.32,NONE,0.716809008,1,0.283190992136658,0.16666666666666666,0.06999999999999984,0.03319099213665799,0.16666666666666666
reply,respond,V,9.79,SYNONYMS,0.262709453,1,0.7372905468487742,0.16666666666666666,0.03999999999999915,0.23729054684877415,0.16666666666666666
attack,beat,V,7.8,NONE,0.679287025,1,0.320712975173792,0.2,0.04999999999999982,0.07071297517379199,0.2
evict,throw,V,3.15,NONE,0.776855243,1,0.223144757215242,0.16666666666666666,0.1499999999999999,0.223144757215242,0.16666666666666666
crackle,pop,V,3.15,NONE,0.9003558840000001,1,0.099644115757614,0.125,0.1499999999999999,0.099644115757614,0.125
sew,rip,V,0.83,NONE,0.830920903,1,0.16907909739824895,0.1111111111111111,0.07999999999999996,0.16907909739824895,0.1111111111111111
call,respond,V,5.15,NONE,0.78065252,1,0.21934747977651894,0.16666666666666666,0.15000000000000036,0.21934747977651894,0.16666666666666666
lose,find,V,0.0,ANTONYMS,1.055169565,1,-0.05516956456883,0.3333333333333333,0.0,0.19483043543117,0.08333333333333331
reject,accept,V,0.83,ANTONYMS,1.021764735,1,-0.021764735398995,0.3333333333333333,0.07999999999999996,0.228235264601005,0.08333333333333331
run,evacuate,V,4.15,NONE,0.973386728,1,0.026613272297305,0.16666666666666666,0.15000000000000036,0.026613272297305,0.16666666666666666
hurry,rush,V,9.79,HYPER/HYPONYMS,0.057523106,1,0.94247689419272,0.3333333333333333,0.03999999999999915,0.19247689419271996,0.08333333333333331
defend,prosecute,V,0.33,ANTONYMS,1.028050474,1,-0.028050473670454,0.125,0.08000000000000002,0.221949526329546,0.125
convince,lie,V,1.49,NONE,0.922500995,1,0.07749900535406401,0.16666666666666666,0.24,0.07749900535406401,0.16666666666666666
lower,degrade,V,7.8,NONE,0.7919917809999999,1,0.20800821931497496,0.25,0.04999999999999982,0.20800821931497496,0.0
enjoy,relax,V,5.81,NONE,0.8329636309999999,1,0.16703636937074498,0.2,0.05999999999999961,0.16703636937074498,0.2
disintegrate,dissolve,V,8.13,COHYPONYMS,0.48089714,1,0.519102860243274,0.2,0.13000000000000078,0.01910286024327401,0.2
introduce,show,V,6.14,NONE,0.669317947,1,0.330682053019742,0.125,0.13999999999999968,0.08068205301974202,0.125
want,yearn,V,7.64,HYPER/HYPONYMS,0.369334967,1,0.6306650333410551,0.5,0.13999999999999968,0.13066503334105506,0.0
remark,talk,V,5.81,NONE,0.696875531,1,0.30312446909630497,0.125,0.05999999999999961,0.05312446909630497,0.125
float,drown,V,0.66,NONE,1.010423592,1,-0.010423592089454,0.16666666666666666,0.16000000000000003,0.239576407910546,0.16666666666666666
sit,lie,V,3.32,ANTONYMS,1.033938076,1,-0.033938076343492,0.25,0.06999999999999984,0.216061923656508,0.0
die,drown,V,4.81,HYPER/HYPONYMS,0.69468922,1,0.305310780399914,0.14285714285714285,0.05999999999999961,0.055310780399913995,0.14285714285714285
combine,integrate,V,8.47,HYPER/HYPONYMS,0.434356319,1,0.565643681326414,0.14285714285714285,0.22000000000000064,0.06564368132641396,0.14285714285714285
appear,see,V,3.65,NONE,0.6991551420000001,1,0.3008448582641789,0.2,0.1499999999999999,0.050844858264178894,0.2
smear,wipe,V,6.31,COHYPONYMS,0.694769753,1,0.30523024727536896,0.14285714285714285,0.05999999999999961,0.05523024727536896,0.14285714285714285
insult,offend,V,8.13,HYPER/HYPONYMS,0.172386045,1,0.8276139550482041,0.2,0.13000000000000078,0.07761395504820412,0.2
aggravate,irritate,V,8.3,HYPER/HYPONYMS,0.628411426,1,0.371588574012776,0.2,0.05000000000000071,0.12158857401277601,0.2
flow,pour,V,5.31,HYPER/HYPONYMS,0.893176118,1,0.106823881599373,0.2,0.05999999999999961,0.106823881599373,0.2
play,swing,V,3.15,HYPER/HYPONYMS,0.81708592,1,0.18291408007545495,0.2,0.1499999999999999,0.18291408007545495,0.2
demand,need,V,2.82,SYNONYMS,0.300214852,1,0.699785147716272,0.125,0.06999999999999984,0.19978514771627198,0.125
drip,sink,V,1.99,COHYPONYMS,0.826918193,1,0.173081806521856,0.14285714285714285,0.24,0.173081806521856,0.14285714285714285
confess,lie,V,1.83,NONE,0.87363018,1,0.12636982000347902,0.125,0.08000000000000007,0.12636982000347902,0.125
remember,retain,V,8.63,HYPER/HYPONYMS,0.894432881,1,0.105567119009331,0.2,0.13000000000000078,0.105567119009331,0.2
sink,float,V,0.33,ANTONYMS,1.131890226,1,-0.131890225896132,0.16666666666666666,0.08000000000000002,0.118109774103868,0.16666666666666666
remind,think,V,3.32,NONE,0.702611685,1,0.297388314596253,0.2,0.06999999999999984,0.04738831459625298,0.2
tell,instruct,V,6.97,HYPER/HYPONYMS,0.74518526,1,0.254814739547513,0.125,0.21999999999999975,0.004814739547512992,0.125
take,replace,V,1.16,NONE,0.924251075,1,0.07574892529922299,0.14285714285714285,0.15999999999999992,0.07574892529922299,0.14285714285714285
destroy,demolish,V,9.13,HYPER/HYPONYMS,0.036265052,1,0.963734947897852,0.5,0.13000000000000078,0.21373494789785197,0.0
fade,bleach,V,4.48,NONE,0.827933452,1,0.17206654771676802,0.1111111111111111,0.23000000000000043,0.17206654771676802,0.1111111111111111
run,escape,V,4.65,HYPER/HYPONYMS,0.714068301,1,0.285931698606992,0.125,0.15000000000000036,0.035931698606992024,0.125
abuse,neglect,V,6.64,NONE,0.630024614,1,0.369975386479858,0.16666666666666666,0.13999999999999968,0.119975386479858,0.16666666666666666
take,choose,V,3.82,SYNONYMS,0.51309788,1,0.486902119943544,0.2,0.06999999999999984,0.236902119943544,0.2
fly,launch,V,4.32,NONE,0.8950488090000001,1,0.104951191490265,0.2,0.07000000000000028,0.104951191490265,0.2
remember,recall,V,9.13,SYNONYMS,0.173099027,1,0.826900973089588,1.0,0.13000000000000078,0.07690097308958799,0.0
tell,talk,V,8.3,HYPER/HYPONYMS,0.285803392,1,0.714196608236473,0.14285714285714285,0.05000000000000071,0.21419660823647302,0.14285714285714285
boil,fry,V,3.32,NONE,0.678805717,1,0.321194282767793,0.25,0.06999999999999984,0.071194282767793,0.0
vacate,leave,V,8.63,HYPER/HYPONYMS,0.28567188600000004,1,0.7143281139281079,0.16666666666666666,0.13000000000000078,0.2143281139281079,0.16666666666666666
keep,hold,V,6.14,SYNONYMS,0.431799042,1,0.568200957867136,1.0,0.13999999999999968,0.06820095786713598,0.0
testify,confess,V,4.81,NONE,0.689983948,1,0.310016051996895,0.1,0.05999999999999961,0.060016051996895026,0.1
delay,wait,V,5.48,HYPER/HYPONYMS,0.656190505,1,0.343809494706137,0.14285714285714285,0.23000000000000043,0.09380949470613698,0.14285714285714285
yawn,stretch,V,2.32,NONE,0.849001949,1,0.15099805096445498,0.2,0.06999999999999984,0.15099805096445498,0.2
make,compose,V,7.3,HYPER/HYPONYMS,0.665399694,1,0.33460030600629104,0.25,0.04999999999999982,0.08460030600629104,0.0
make,do,V,4.15,SYNONYMS,0.406596064,1,0.593403935784229,1.0,0.15000000000000036,0.09340393578422901,0.0
drink,vomit,V,0.15,NONE,0.8034618790000001,1,0.19653812061096804,0.16666666666666666,0.15,0.19653812061096804,0.16666666666666666
grill,burn,V,2.99,NONE,0.908017955,1,0.09198204535221,0.14285714285714285,0.2400000000000002,0.09198204535221,0.14285714285714285
grab,hold,V,7.97,NONE,0.739512664,1,0.26048733574323,0.2,0.21999999999999975,0.01048733574323002,0.2
smoke,cough,V,2.66,NONE,0.825242789,1,0.174757211404403,0.16666666666666666,0.16000000000000014,0.174757211404403,0.16666666666666666
reappear,vanish,V,1.49,NONE,0.53876642,1,0.461233580434024,0.25,0.24,0.21123358043402402,0.0
think,pause,V,4.48,NONE,0.954781917,1,0.045218083024759013,0.125,0.23000000000000043,0.045218083024759013,0.125
help,participate,V,6.14,NONE,0.660069511,1,0.33993048945928,0.2,0.13999999999999968,0.08993048945928,0.2
fight,kill,V,4.15,NONE,0.856611858,1,0.14338814183352802,0.3333333333333333,0.15000000000000036,0.14338814183352802,0.08333333333333331
rise,lift,V,7.47,SYNONYMS,0.6548066339999999,1,0.345193366177926,0.2,0.21999999999999975,0.09519336617792601,0.2
swap,change,V,7.97,HYPER/HYPONYMS,0.623311081,1,0.376688918695908,0.2,0.21999999999999975,0.12668891869590798,0.2
crawl,climb,V,2.32,NONE,0.830509608,1,0.169490391878362,0.25,0.06999999999999984,0.169490391878362,0.0
see,hear,V,1.99,SYNONYMS,0.440376158,1,0.55962384224662,0.3333333333333333,0.24,0.059623842246619985,0.08333333333333331
win,fight,V,2.49,NONE,0.7482345309999999,1,0.251765468902711,0.3333333333333333,0.2400000000000002,0.0017654689027110093,0.08333333333333331
leap,fall,V,1.66,NONE,0.8048667190000001,1,0.195133281157818,0.2,0.15999999999999992,0.195133281157818,0.2
strike,blow,V,7.3,COHYPONYMS,0.410891938,1,0.589108061756978,0.16666666666666666,0.04999999999999982,0.08910806175697805,0.16666666666666666
beat,hurt,V,5.64,NONE,0.8199087509999999,1,0.180091249164994,0.2,0.13999999999999968,0.180091249164994,0.2
go,flee,V,6.14,NONE,0.631132405,1,0.36886759537064895,0.2,0.13999999999999968,0.11886759537064895,0.2
blend,mix,V,8.3,SYNONYMS,0.050807732,1,0.94919226797342,0.14285714285714285,0.05000000000000071,0.19919226797342005,0.14285714285714285
meet,attend,V,3.82,NONE,0.741174797,1,0.258825203337072,0.25,0.06999999999999984,0.008825203337071985,0.0
fall,rise,V,0.33,ANTONYMS,1.009141797,1,-0.009141797229852,0.3333333333333333,0.08000000000000002,0.240858202770148,0.08333333333333331
help,assist,V,8.0,SYNONYMS,0.0985527,1,0.901447300497796,1.0,0.0,0.15144730049779598,0.0
climb,fall,V,1.49,ANTONYMS,0.952155484,1,0.047844516362638,0.25,0.24,0.047844516362638,0.0
burn,melt,V,5.81,NONE,0.7370400359999999,1,0.262959963929254,0.14285714285714285,0.05999999999999961,0.012959963929254026,0.14285714285714285
borrow,beg,V,2.66,NONE,0.897910103,1,0.102089897366117,0.09090909090909093,0.16000000000000014,0.102089897366117,0.09090909090909093
give,beg,V,0.66,NONE,0.86305947,1,0.136940529664675,0.1,0.16000000000000003,0.136940529664675,0.1
let,release,V,4.65,NONE,0.8001769590000001,1,0.19982304058790695,0.3333333333333333,0.15000000000000036,0.19982304058790695,0.08333333333333331
increase,add,V,7.97,HYPER/HYPONYMS,0.696546455,1,0.303453545270215,0.5,0.21999999999999975,0.05345354527021501,0.0
unload,carry,V,1.49,NONE,0.929740531,1,0.07025946942282901,0.16666666666666666,0.24,0.07025946942282901,0.16666666666666666
talk,debate,V,5.81,HYPER/HYPONYMS,0.246322512,1,0.7536774881407701,0.14285714285714285,0.05999999999999961,0.003677488140770069,0.14285714285714285
describe,write,V,3.65,HYPER/HYPONYMS,0.817338305,1,0.182661695117902,0.07692307692307693,0.1499999999999999,0.182661695117902,0.07692307692307693
hear,tell,V,0.83,NONE,0.612715409,1,0.387284591007714,0.2,0.07999999999999996,0.137284591007714,0.2
doze,nap,V,8.8,HYPER/HYPONYMS,0.605906459,1,0.394093540966014,0.5,0.05000000000000071,0.144093540966014,0.0
stab,shoot,V,1.83,NONE,0.654236626,1,0.34576337422483305,0.3333333333333333,0.08000000000000007,0.09576337422483305,0.08333333333333331
grasp,understand,V,8.47,HYPER/HYPONYMS,0.416759163,1,0.583240836736479,0.25,0.22000000000000064,0.08324083673647897,0.0
destroy,repair,V,0.83,NONE,1.014291501,1,-0.014291501131278,0.16666666666666666,0.07999999999999996,0.235708498868722,0.16666666666666666
accept,deny,V,1.0,ANTONYMS,1.040630505,1,-0.040630504876225,0.14285714285714285,0.0,0.209369495123775,0.14285714285714285
combine,join,V,7.47,NONE,0.387596258,1,0.612403741774355,0.25,0.21999999999999975,0.11240374177435497,0.0
join,gather,V,5.15,NONE,0.767606305,1,0.232393695476785,0.3333333333333333,0.15000000000000036,0.232393695476785,0.08333333333333331
deny,reject,V,8.3,HYPER/HYPONYMS,0.113003507,1,0.8869964927766991,0.14285714285714285,0.05000000000000071,0.13699649277669912,0.14285714285714285
bend,turn,V,3.32,HYPER/HYPONYMS,0.680143701,1,0.319856299467458,0.16666666666666666,0.06999999999999984,0.06985629946745803,0.16666666666666666
evict,move,V,2.66,HYPER/HYPONYMS,0.76167968,1,0.23832031981780105,0.16666666666666666,0.16000000000000014,0.23832031981780105,0.16666666666666666
tell,testify,V,4.98,HYPER/HYPONYMS,0.5779537579999999,1,0.422046242476539,0.3333333333333333,0.23000000000000043,0.172046242476539,0.08333333333333331
define,mean,V,5.15,NONE,0.7261573459999999,1,0.273842653972538,0.09090909090909093,0.15000000000000036,0.023842653972537986,0.09090909090909093
triumph,defeat,V,4.65,NONE,1.009555889,1,-0.00955588857931,0.25,0.15000000000000036,0.24044411142069,0.0
stop,whistle,V,0.33,NONE,0.8126599109999999,1,0.187340089239101,0.2,0.08000000000000002,0.187340089239101,0.2
die,crash,V,2.82,HYPER/HYPONYMS,0.756628214,1,0.243371786385184,0.14285714285714285,0.06999999999999984,0.243371786385184,0.14285714285714285
realize,discover,V,7.14,NONE,0.703642439,1,0.296357561470944,0.16666666666666666,0.13999999999999968,0.046357561470944,0.16666666666666666
guess,try,V,2.32,NONE,0.824324741,1,0.175675258767642,0.14285714285714285,0.06999999999999984,0.175675258767642,0.14285714285714285
rub,grate,V,5.15,HYPER/HYPONYMS,0.901419303,1,0.09858069699938,0.14285714285714285,0.15000000000000036,0.09858069699938,0.14285714285714285
drag,pull,V,7.3,HYPER/HYPONYMS,0.664621084,1,0.3353789160920449,0.5,0.04999999999999982,0.0853789160920449,0.0
spell,speak,V,2.16,NONE,0.801197321,1,0.198802678642082,0.1111111111111111,0.16000000000000014,0.198802678642082,0.1111111111111111
remove,evict,V,6.14,NONE,0.359814332,1,0.6401856682312379,0.16666666666666666,0.13999999999999968,0.1401856682312379,0.16666666666666666
win,award,V,3.98,NONE,0.762599373,1,0.237400626501356,0.125,0.22999999999999998,0.237400626501356,0.125
hide,bury,V,5.31,HYPER/HYPONYMS,0.33795957200000004,1,0.6620404275529329,0.5,0.05999999999999961,0.1620404275529329,0.0
gain,get,V,8.63,HYPER/HYPONYMS,0.319510418,1,0.6804895818947211,0.3333333333333333,0.13000000000000078,0.18048958189472109,0.08333333333333331
forgive,regret,V,1.16,NONE,0.577252317,1,0.4227476831885621,0.16666666666666666,0.15999999999999992,0.1727476831885621,0.16666666666666666
hide,find,V,1.66,NONE,0.824446948,1,0.175553051829744,0.3333333333333333,0.15999999999999992,0.175553051829744,0.08333333333333331
relax,stretch,V,3.65,NONE,0.884131199,1,0.115868801264672,0.16666666666666666,0.1499999999999999,0.115868801264672,0.16666666666666666
see,squint,V,3.15,NONE,0.645116025,1,0.35488397507502506,0.125,0.1499999999999999,0.10488397507502506,0.125
flee,escape,V,9.79,HYPER/HYPONYMS,0.050727605,1,0.9492723946668,0.5,0.03999999999999915,0.19927239466680002,0.0
jerk,prick,V,0.5,NONE,0.194004717,1,0.8059952832392601,0.125,0.0,0.05599528323926006,0.125
wear,erode,V,3.32,NONE,0.85108303,1,0.148916970093845,0.2,0.06999999999999984,0.148916970093845,0.2
waste,throw,V,2.66,NONE,0.733875677,1,0.266124322888414,0.16666666666666666,0.16000000000000014,0.016124322888413978,0.16666666666666666
bury,forget,V,3.98,SYNONYMS,0.811144663,1,0.188855337366883,0.25,0.22999999999999998,0.188855337366883,0.0
frustrate,annoy,V,8.3,HYPER/HYPONYMS,0.527367545,1,0.472632455003495,0.2,0.05000000000000071,0.222632455003495,0.2
learn,teach,V,2.82,SYNONYMS,0.257139361,1,0.742860639309957,0.14285714285714285,0.06999999999999984,0.24286063930995705,0.14285714285714285
come,bring,V,1.83,NONE,0.762940402,1,0.237059598214527,0.16666666666666666,0.08000000000000007,0.237059598214527,0.16666666666666666
wait,stay,V,6.47,NONE,0.777992903,1,0.22200709697054105,0.25,0.21999999999999975,0.22200709697054105,0.0
burst,laugh,V,2.16,NONE,0.8732214209999999,1,0.12677857870165,0.14285714285714285,0.16000000000000014,0.12677857870165,0.14285714285714285
look,inspect,V,8.96,NONE,0.628354361,1,0.371645639307885,0.25,0.21000000000000085,0.12164563930788502,0.0
portray,play,V,5.81,HYPER/HYPONYMS,0.8994148279999999,1,0.100585171527451,0.16666666666666666,0.05999999999999961,0.100585171527451,0.16666666666666666
lose,defeat,V,2.32,NONE,0.8063661679999999,1,0.19363383192023495,0.3333333333333333,0.06999999999999984,0.19363383192023495,0.08333333333333331
